EmployeeID,MonthlyIncome,JobRole,TotalWorkingYears,Gender,Age,Education Level,AgeGroup,ExpGroup,Cluster
73165,5704,Media,5,Male,42,High School,High,Low,High_Low
22380,7114,Finance,2,Male,54,Associate Degree,High,Low,High_Low
52870,8592,Healthcare,9,Male,42,High School,High,Low,High_Low
29910,6612,Media,10,Male,39,Associate Degree,High,Low,High_Low
8785,3401,Education,4,Male,56,Master’s Degree,High,Low,High_Low
64781,6798,Healthcare,1,Male,40,Bachelor’s Degree,High,Low,High_Low
42744,8521,Healthcare,1,Male,44,Associate Degree,High,Low,High_Low
51144,9157,Healthcare,11,Male,45,Master’s Degree,High,Low,High_Low
26539,5850,Media,2,Male,49,Master’s Degree,High,Low,High_Low
25975,8060,Healthcare,6,Male,40,Associate Degree,High,Low,High_Low
1680,11674,Technology,5,Male,55,Associate Degree,High,Low,High_Low
21570,6507,Technology,5,Male,41,Bachelor’s Degree,High,Low,High_Low
10709,4430,Education,7,Male,45,Associate Degree,High,Low,High_Low
15082,6991,Finance,7,Male,39,Bachelor’s Degree,High,Low,High_Low
38992,5417,Media,3,Male,51,Associate Degree,High,Low,High_Low
23852,5808,Media,11,Male,48,Master’s Degree,High,Low,High_Low
49694,7704,Healthcare,2,Male,39,Associate Degree,High,Low,High_Low
47513,5963,Media,2,Male,48,High School,High,Low,High_Low
53729,7948,Technology,6,Male,51,Master’s Degree,High,Low,High_Low
24035,8017,Healthcare,12,Male,51,Master’s Degree,High,Low,High_Low
11046,9361,Healthcare,12,Male,53,PhD,High,Low,High_Low
63599,8489,Technology,12,Male,47,Associate Degree,High,Low,High_Low
9549,6652,Media,11,Male,50,Associate Degree,High,Low,High_Low
39548,7001,Media,6,Male,43,Bachelor’s Degree,High,Low,High_Low
25811,10703,Finance,1,Male,44,Master’s Degree,High,Low,High_Low
30682,8644,Technology,7,Male,43,Associate Degree,High,Low,High_Low
33390,8742,Technology,3,Male,50,Bachelor’s Degree,High,Low,High_Low
4033,4305,Education,1,Male,42,Bachelor’s Degree,High,Low,High_Low
6020,9277,Technology,8,Male,49,Master’s Degree,High,Low,High_Low
59038,4664,Education,7,Male,57,Associate Degree,High,Low,High_Low
30066,4699,Education,10,Male,47,Master’s Degree,High,Low,High_Low
20466,8095,Healthcare,11,Male,53,Bachelor’s Degree,High,Low,High_Low
10064,5627,Education,5,Male,48,Associate Degree,High,Low,High_Low
65290,6590,Media,11,Male,42,Master’s Degree,High,Low,High_Low
24771,8727,Finance,7,Male,51,Bachelor’s Degree,High,Low,High_Low
27814,3480,Education,6,Male,40,Master’s Degree,High,Low,High_Low
61685,8976,Technology,1,Male,58,High School,High,Low,High_Low
36798,4593,Education,2,Male,41,Master’s Degree,High,Low,High_Low
14487,6089,Media,5,Male,40,Bachelor’s Degree,High,Low,High_Low
32145,6082,Media,9,Male,43,Bachelor’s Degree,High,Low,High_Low
2523,8190,Healthcare,1,Male,52,PhD,High,Low,High_Low
46798,7739,Healthcare,9,Male,59,Associate Degree,High,Low,High_Low
21592,8452,Technology,3,Male,47,Bachelor’s Degree,High,Low,High_Low
54739,4170,Education,6,Male,47,High School,High,Low,High_Low
59945,7100,Finance,3,Male,44,Bachelor’s Degree,High,Low,High_Low
852,8880,Healthcare,4,Male,41,High School,High,Low,High_Low
22171,4247,Education,6,Male,51,Associate Degree,High,Low,High_Low
56431,4814,Finance,2,Male,39,Associate Degree,High,Low,High_Low
48750,8993,Technology,2,Male,48,Bachelor’s Degree,High,Low,High_Low
42651,9847,Healthcare,5,Male,43,High School,High,Low,High_Low
27515,9864,Technology,11,Male,55,High School,High,Low,High_Low
470,5289,Education,12,Male,40,High School,High,Low,High_Low
50216,6013,Media,2,Male,57,Bachelor’s Degree,High,Low,High_Low
64139,6536,Finance,8,Male,57,Bachelor’s Degree,High,Low,High_Low
22005,7269,Healthcare,7,Male,47,Associate Degree,High,Low,High_Low
70282,4634,Education,11,Male,52,Associate Degree,High,Low,High_Low
23574,5425,Media,10,Male,42,High School,High,Low,High_Low
57151,5317,Education,10,Male,43,High School,High,Low,High_Low
63960,8515,Technology,2,Male,57,Associate Degree,High,Low,High_Low
43993,7101,Finance,11,Male,44,Associate Degree,High,Low,High_Low
28000,8148,Finance,11,Male,57,Bachelor’s Degree,High,Low,High_Low
61482,3395,Education,3,Male,40,Master’s Degree,High,Low,High_Low
67701,7339,Healthcare,2,Male,52,Bachelor’s Degree,High,Low,High_Low
65223,9008,Technology,10,Male,52,Associate Degree,High,Low,High_Low
54653,5706,Media,3,Male,56,Master’s Degree,High,Low,High_Low
47184,8196,Technology,2,Male,57,Associate Degree,High,Low,High_Low
70388,7068,Healthcare,7,Male,39,High School,High,Low,High_Low
15732,4357,Education,3,Male,56,Associate Degree,High,Low,High_Low
7684,10748,Healthcare,5,Male,56,High School,High,Low,High_Low
72221,8762,Healthcare,7,Male,49,Associate Degree,High,Low,High_Low
11598,9328,Technology,8,Male,41,High School,High,Low,High_Low
63978,4713,Education,1,Male,50,Master’s Degree,High,Low,High_Low
63921,10499,Technology,8,Male,40,High School,High,Low,High_Low
63993,9335,Healthcare,10,Male,46,High School,High,Low,High_Low
24660,8264,Healthcare,3,Male,46,Master’s Degree,High,Low,High_Low
37213,4141,Education,8,Male,58,High School,High,Low,High_Low
57580,6576,Media,9,Male,55,PhD,High,Low,High_Low
48922,4419,Education,1,Male,59,Associate Degree,High,Low,High_Low
51985,11230,Finance,7,Male,50,Master’s Degree,High,Low,High_Low
22231,7524,Finance,1,Male,41,Master’s Degree,High,Low,High_Low
38546,6404,Healthcare,3,Male,54,Bachelor’s Degree,High,Low,High_Low
3738,9087,Technology,6,Male,43,PhD,High,Low,High_Low
72074,6939,Education,10,Male,57,PhD,High,Low,High_Low
13059,9579,Technology,9,Male,54,PhD,High,Low,High_Low
28557,8014,Healthcare,3,Male,55,High School,High,Low,High_Low
33292,6581,Media,1,Male,49,Associate Degree,High,Low,High_Low
4632,12835,Technology,5,Male,59,High School,High,Low,High_Low
9302,4549,Education,7,Male,48,High School,High,Low,High_Low
14184,8662,Healthcare,8,Male,55,High School,High,Low,High_Low
44203,6000,Media,8,Male,54,Master’s Degree,High,Low,High_Low
74148,7375,Healthcare,5,Male,44,High School,High,Low,High_Low
45280,5222,Education,9,Male,42,Bachelor’s Degree,High,Low,High_Low
67898,8350,Technology,11,Male,44,Bachelor’s Degree,High,Low,High_Low
29500,4604,Education,3,Male,40,Master’s Degree,High,Low,High_Low
64699,6629,Media,7,Male,50,Master’s Degree,High,Low,High_Low
38215,9426,Healthcare,8,Male,41,Associate Degree,High,Low,High_Low
21369,6938,Healthcare,1,Male,47,Associate Degree,High,Low,High_Low
30146,7835,Technology,10,Male,43,Master’s Degree,High,Low,High_Low
48456,9830,Technology,8,Male,53,High School,High,Low,High_Low
43045,10771,Finance,8,Male,53,Master’s Degree,High,Low,High_Low
46244,12503,Technology,2,Male,47,Associate Degree,High,Low,High_Low
69023,4467,Education,3,Male,45,Associate Degree,High,Low,High_Low
15970,5532,Media,8,Male,58,Master’s Degree,High,Low,High_Low
9810,10609,Technology,2,Male,41,High School,High,Low,High_Low
52671,7544,Technology,3,Male,58,Bachelor’s Degree,High,Low,High_Low
32844,3985,Education,3,Male,43,Bachelor’s Degree,High,Low,High_Low
36430,9254,Technology,2,Male,39,Master’s Degree,High,Low,High_Low
58633,7911,Healthcare,12,Male,54,PhD,High,Low,High_Low
66895,9599,Finance,1,Male,41,Associate Degree,High,Low,High_Low
58478,5391,Education,4,Male,44,PhD,High,Low,High_Low
8481,8130,Healthcare,10,Male,52,High School,High,Low,High_Low
14395,6848,Healthcare,7,Male,44,PhD,High,Low,High_Low
56664,5947,Media,7,Male,49,Associate Degree,High,Low,High_Low
44291,10343,Finance,7,Male,43,Master’s Degree,High,Low,High_Low
2797,8275,Technology,3,Male,42,High School,High,Low,High_Low
44021,8792,Healthcare,6,Male,44,Associate Degree,High,Low,High_Low
38387,9091,Technology,8,Male,58,Bachelor’s Degree,High,Low,High_Low
33966,4883,Education,12,Male,43,Master’s Degree,High,Low,High_Low
16956,8556,Technology,10,Male,55,High School,High,Low,High_Low
62526,5815,Media,6,Male,40,Master’s Degree,High,Low,High_Low
48376,10764,Finance,9,Male,43,Master’s Degree,High,Low,High_Low
44236,6994,Technology,6,Male,47,High School,High,Low,High_Low
33967,4808,Education,10,Male,57,Bachelor’s Degree,High,Low,High_Low
66208,7731,Healthcare,8,Male,53,Master’s Degree,High,Low,High_Low
30083,5224,Education,11,Male,54,Associate Degree,High,Low,High_Low
46889,7995,Technology,8,Male,51,Master’s Degree,High,Low,High_Low
10982,10581,Technology,12,Male,48,Master’s Degree,High,Low,High_Low
33439,6519,Media,10,Male,42,Associate Degree,High,Low,High_Low
53165,11604,Finance,7,Male,45,Bachelor’s Degree,High,Low,High_Low
41337,6274,Media,10,Male,41,Associate Degree,High,Low,High_Low
8219,8144,Healthcare,3,Male,40,Master’s Degree,High,Low,High_Low
8994,6946,Finance,12,Male,53,Associate Degree,High,Low,High_Low
43123,8616,Technology,2,Male,44,Bachelor’s Degree,High,Low,High_Low
70937,6143,Education,9,Male,44,High School,High,Low,High_Low
49199,6562,Healthcare,7,Male,51,PhD,High,Low,High_Low
43793,9649,Healthcare,2,Male,49,High School,High,Low,High_Low
30465,4764,Education,12,Male,57,High School,High,Low,High_Low
18798,7795,Finance,5,Male,52,PhD,High,Low,High_Low
65667,6396,Healthcare,7,Male,53,PhD,High,Low,High_Low
69809,4667,Education,3,Male,57,High School,High,Low,High_Low
13440,9665,Technology,6,Male,43,Master’s Degree,High,Low,High_Low
36839,8586,Healthcare,3,Male,48,High School,High,Low,High_Low
46420,8043,Technology,3,Male,42,High School,High,Low,High_Low
34199,8684,Technology,9,Male,50,High School,High,Low,High_Low
2255,5177,Finance,1,Male,42,Associate Degree,High,Low,High_Low
10298,6089,Media,4,Male,58,High School,High,Low,High_Low
21097,7671,Healthcare,7,Male,45,Master’s Degree,High,Low,High_Low
15388,6968,Finance,2,Male,44,Bachelor’s Degree,High,Low,High_Low
59464,10001,Technology,2,Male,40,Master’s Degree,High,Low,High_Low
56766,10189,Technology,11,Male,42,High School,High,Low,High_Low
10010,7440,Healthcare,1,Male,56,Master’s Degree,High,Low,High_Low
16359,4226,Education,11,Male,46,PhD,High,Low,High_Low
49703,4627,Education,3,Male,44,Associate Degree,High,Low,High_Low
74267,7794,Technology,5,Male,55,High School,High,Low,High_Low
21110,8325,Technology,8,Male,46,Bachelor’s Degree,High,Low,High_Low
12528,7712,Technology,7,Male,59,Bachelor’s Degree,High,Low,High_Low
54923,9116,Technology,11,Male,57,Bachelor’s Degree,High,Low,High_Low
4797,9998,Technology,2,Male,40,Associate Degree,High,Low,High_Low
54324,5731,Finance,11,Male,44,Associate Degree,High,Low,High_Low
54265,4708,Education,5,Male,40,Master’s Degree,High,Low,High_Low
60008,9590,Finance,11,Male,55,Associate Degree,High,Low,High_Low
21670,4476,Education,7,Male,59,Associate Degree,High,Low,High_Low
14223,5462,Education,1,Male,49,Associate Degree,High,Low,High_Low
11774,9886,Finance,12,Male,45,High School,High,Low,High_Low
68610,8911,Healthcare,2,Male,48,Bachelor’s Degree,High,Low,High_Low
26388,5836,Media,8,Male,52,Bachelor’s Degree,High,Low,High_Low
39865,7263,Healthcare,11,Male,41,Bachelor’s Degree,High,Low,High_Low
42754,7922,Technology,8,Male,45,High School,High,Low,High_Low
15279,4048,Education,10,Male,58,High School,High,Low,High_Low
39265,5980,Media,1,Male,46,Associate Degree,High,Low,High_Low
20051,4426,Education,11,Male,53,Bachelor’s Degree,High,Low,High_Low
11903,4557,Education,5,Male,41,Bachelor’s Degree,High,Low,High_Low
64286,8629,Technology,5,Male,47,Bachelor’s Degree,High,Low,High_Low
23870,9718,Technology,9,Male,46,Associate Degree,High,Low,High_Low
53098,11776,Technology,10,Male,41,Bachelor’s Degree,High,Low,High_Low
27419,7209,Healthcare,8,Male,49,Associate Degree,High,Low,High_Low
40454,7204,Finance,10,Male,41,Master’s Degree,High,Low,High_Low
10009,7999,Technology,7,Male,40,High School,High,Low,High_Low
37588,10110,Technology,2,Male,53,Bachelor’s Degree,High,Low,High_Low
65946,6005,Media,1,Male,52,Associate Degree,High,Low,High_Low
22310,7752,Healthcare,1,Male,57,High School,High,Low,High_Low
55929,4245,Education,5,Male,44,High School,High,Low,High_Low
37777,12571,Finance,9,Male,52,Bachelor’s Degree,High,Low,High_Low
70967,5293,Education,4,Male,39,High School,High,Low,High_Low
10082,8802,Technology,11,Male,56,High School,High,Low,High_Low
34461,4427,Education,3,Male,40,Master’s Degree,High,Low,High_Low
14412,8721,Healthcare,10,Male,56,Associate Degree,High,Low,High_Low
17820,7173,Technology,1,Male,55,Associate Degree,High,Low,High_Low
38364,4498,Education,10,Male,44,Associate Degree,High,Low,High_Low
25960,8232,Healthcare,11,Male,58,Bachelor’s Degree,High,Low,High_Low
40673,8229,Finance,1,Male,41,Bachelor’s Degree,High,Low,High_Low
57355,6642,Finance,8,Male,56,Associate Degree,High,Low,High_Low
25055,6445,Media,9,Male,55,Master’s Degree,High,Low,High_Low
65596,8851,Healthcare,10,Male,42,Master’s Degree,High,Low,High_Low
61021,7132,Healthcare,3,Male,40,Associate Degree,High,Low,High_Low
66694,7688,Technology,9,Male,45,High School,High,Low,High_Low
32316,6428,Healthcare,1,Male,47,High School,High,Low,High_Low
249,7712,Healthcare,9,Male,58,PhD,High,Low,High_Low
45884,6798,Healthcare,3,Male,41,Bachelor’s Degree,High,Low,High_Low
40760,5337,Media,8,Male,47,Bachelor’s Degree,High,Low,High_Low
45084,3400,Education,4,Male,39,Master’s Degree,High,Low,High_Low
28779,8435,Technology,4,Male,48,Master’s Degree,High,Low,High_Low
17318,3909,Education,4,Male,51,Master’s Degree,High,Low,High_Low
3280,7059,Technology,11,Male,39,Master’s Degree,High,Low,High_Low
67708,8323,Healthcare,2,Male,56,Associate Degree,High,Low,High_Low
30916,5594,Media,9,Male,50,High School,High,Low,High_Low
31397,7056,Media,11,Male,39,Associate Degree,High,Low,High_Low
70170,11458,Technology,12,Male,42,High School,High,Low,High_Low
506,5481,Education,10,Male,52,Master’s Degree,High,Low,High_Low
54784,8694,Technology,8,Male,49,Bachelor’s Degree,High,Low,High_Low
3699,9352,Technology,7,Male,57,Bachelor’s Degree,High,Low,High_Low
37608,8159,Healthcare,3,Male,56,High School,High,Low,High_Low
8376,7069,Healthcare,8,Male,59,Associate Degree,High,Low,High_Low
36662,10269,Technology,9,Male,51,Bachelor’s Degree,High,Low,High_Low
59540,7100,Technology,10,Male,40,Bachelor’s Degree,High,Low,High_Low
44060,10441,Technology,8,Male,49,Bachelor’s Degree,High,Low,High_Low
733,11148,Finance,2,Male,46,Bachelor’s Degree,High,Low,High_Low
4288,4474,Education,2,Male,49,Master’s Degree,High,Low,High_Low
20285,7525,Healthcare,6,Male,45,Bachelor’s Degree,High,Low,High_Low
61303,9446,Healthcare,6,Male,47,Master’s Degree,High,Low,High_Low
57547,7951,Healthcare,5,Male,49,High School,High,Low,High_Low
69029,4892,Education,4,Male,54,Associate Degree,High,Low,High_Low
44599,5765,Media,1,Male,45,Bachelor’s Degree,High,Low,High_Low
32296,3910,Education,4,Male,46,High School,High,Low,High_Low
25862,6023,Media,9,Male,41,Bachelor’s Degree,High,Low,High_Low
28317,8844,Finance,8,Male,42,Bachelor’s Degree,High,Low,High_Low
22800,12677,Finance,1,Male,49,Bachelor’s Degree,High,Low,High_Low
71700,8590,Healthcare,5,Male,57,Master’s Degree,High,Low,High_Low
67799,4534,Education,2,Male,49,High School,High,Low,High_Low
48585,6946,Media,5,Male,52,Bachelor’s Degree,High,Low,High_Low
71383,10444,Technology,11,Male,41,Bachelor’s Degree,High,Low,High_Low
62110,8199,Technology,10,Male,39,Master’s Degree,High,Low,High_Low
69452,6959,Healthcare,3,Male,39,Associate Degree,High,Low,High_Low
69479,7315,Media,5,Male,48,Bachelor’s Degree,High,Low,High_Low
55635,10111,Technology,7,Male,56,Associate Degree,High,Low,High_Low
8486,7702,Technology,7,Male,40,Associate Degree,High,Low,High_Low
58462,11131,Finance,4,Male,39,PhD,High,Low,High_Low
73400,8986,Technology,11,Male,44,Master’s Degree,High,Low,High_Low
55860,7181,Technology,3,Male,52,Associate Degree,High,Low,High_Low
42963,9181,Technology,3,Male,39,Master’s Degree,High,Low,High_Low
57250,9185,Technology,11,Male,44,High School,High,Low,High_Low
34918,3447,Education,9,Male,55,Master’s Degree,High,Low,High_Low
67519,9841,Technology,11,Male,58,Bachelor’s Degree,High,Low,High_Low
64680,4218,Education,3,Male,44,High School,High,Low,High_Low
72347,9352,Technology,4,Male,53,Bachelor’s Degree,High,Low,High_Low
49612,10044,Technology,1,Male,46,Associate Degree,High,Low,High_Low
46068,9339,Technology,11,Male,50,Bachelor’s Degree,High,Low,High_Low
49640,14016,Finance,9,Male,55,Associate Degree,High,Low,High_Low
35946,6308,Media,12,Male,56,Bachelor’s Degree,High,Low,High_Low
45117,11947,Technology,5,Male,39,Bachelor’s Degree,High,Low,High_Low
64542,6535,Technology,1,Male,47,High School,High,Low,High_Low
2116,8867,Healthcare,10,Male,40,High School,High,Low,High_Low
73758,7905,Technology,12,Male,59,Bachelor’s Degree,High,Low,High_Low
60489,4424,Education,3,Male,50,High School,High,Low,High_Low
46821,5338,Technology,3,Male,39,PhD,High,Low,High_Low
35418,9883,Healthcare,4,Male,58,Bachelor’s Degree,High,Low,High_Low
38834,7602,Technology,5,Male,50,Associate Degree,High,Low,High_Low
38318,7782,Technology,6,Male,40,Bachelor’s Degree,High,Low,High_Low
4054,9013,Technology,10,Male,59,Associate Degree,High,Low,High_Low
39787,5166,Media,2,Male,41,Bachelor’s Degree,High,Low,High_Low
11115,6007,Media,6,Male,46,Bachelor’s Degree,High,Low,High_Low
16338,9836,Technology,5,Male,50,Master’s Degree,High,Low,High_Low
43751,5224,Media,5,Male,49,High School,High,Low,High_Low
4466,6694,Finance,5,Male,42,Master’s Degree,High,Low,High_Low
60557,4999,Education,11,Male,42,Bachelor’s Degree,High,Low,High_Low
68587,6196,Education,1,Male,58,Master’s Degree,High,Low,High_Low
52023,6480,Media,1,Male,40,High School,High,Low,High_Low
21372,4444,Education,4,Male,40,High School,High,Low,High_Low
39120,8102,Technology,4,Male,40,Master’s Degree,High,Low,High_Low
62646,6247,Media,7,Male,57,Master’s Degree,High,Low,High_Low
65100,7175,Healthcare,6,Male,40,Associate Degree,High,Low,High_Low
27872,6659,Technology,3,Male,59,Bachelor’s Degree,High,Low,High_Low
47433,9313,Technology,6,Male,52,Bachelor’s Degree,High,Low,High_Low
266,6227,Healthcare,2,Male,52,Master’s Degree,High,Low,High_Low
66670,4298,Education,3,Male,54,Bachelor’s Degree,High,Low,High_Low
18860,5611,Media,6,Male,58,Master’s Degree,High,Low,High_Low
20281,11234,Technology,7,Male,48,High School,High,Low,High_Low
41636,9742,Technology,12,Male,50,Master’s Degree,High,Low,High_Low
36034,9615,Technology,3,Male,59,PhD,High,Low,High_Low
62156,10664,Technology,12,Male,52,High School,High,Low,High_Low
20377,10353,Technology,1,Male,46,Bachelor’s Degree,High,Low,High_Low
57407,7914,Healthcare,9,Male,39,High School,High,Low,High_Low
60708,9265,Technology,3,Male,43,PhD,High,Low,High_Low
62420,4336,Education,6,Male,51,Bachelor’s Degree,High,Low,High_Low
14099,8392,Healthcare,3,Male,54,Master’s Degree,High,Low,High_Low
73933,8715,Technology,6,Male,52,Associate Degree,High,Low,High_Low
37976,9730,Technology,12,Male,55,Associate Degree,High,Low,High_Low
72234,5570,Media,11,Male,56,Associate Degree,High,Low,High_Low
50227,8231,Finance,11,Male,43,High School,High,Low,High_Low
68041,9129,Technology,8,Male,42,PhD,High,Low,High_Low
45478,8315,Finance,2,Male,43,Bachelor’s Degree,High,Low,High_Low
48802,5821,Media,3,Male,39,High School,High,Low,High_Low
8842,6189,Media,4,Male,51,Associate Degree,High,Low,High_Low
24013,8076,Technology,1,Male,39,Bachelor’s Degree,High,Low,High_Low
34430,10515,Technology,5,Male,52,Bachelor’s Degree,High,Low,High_Low
72834,7035,Healthcare,2,Male,51,High School,High,Low,High_Low
28264,4594,Education,3,Male,45,Bachelor’s Degree,High,Low,High_Low
71977,7117,Healthcare,7,Male,57,Master’s Degree,High,Low,High_Low
7359,7976,Technology,9,Male,58,Associate Degree,High,Low,High_Low
58275,10784,Finance,2,Male,52,Master’s Degree,High,Low,High_Low
2958,7602,Healthcare,5,Male,58,Associate Degree,High,Low,High_Low
43037,6671,Healthcare,11,Male,42,Master’s Degree,High,Low,High_Low
15085,10928,Healthcare,1,Male,58,High School,High,Low,High_Low
20053,5896,Healthcare,4,Male,51,Master’s Degree,High,Low,High_Low
36345,5845,Media,11,Male,49,PhD,High,Low,High_Low
15335,8686,Technology,10,Male,40,Associate Degree,High,Low,High_Low
8129,4169,Education,3,Male,57,High School,High,Low,High_Low
7753,9489,Technology,4,Male,43,Bachelor’s Degree,High,Low,High_Low
62996,4724,Education,1,Male,40,Bachelor’s Degree,High,Low,High_Low
6700,7292,Technology,5,Male,49,Associate Degree,High,Low,High_Low
40448,12388,Finance,8,Male,44,Bachelor’s Degree,High,Low,High_Low
9486,6193,Media,8,Male,45,High School,High,Low,High_Low
22396,6834,Finance,5,Male,45,Bachelor’s Degree,High,Low,High_Low
26701,5341,Education,8,Male,44,Associate Degree,High,Low,High_Low
18242,7479,Technology,8,Male,53,Associate Degree,High,Low,High_Low
3781,4993,Education,11,Male,52,High School,High,Low,High_Low
542,6319,Healthcare,5,Male,40,Bachelor’s Degree,High,Low,High_Low
69677,9703,Healthcare,6,Male,48,Associate Degree,High,Low,High_Low
52978,5928,Media,12,Male,49,Bachelor’s Degree,High,Low,High_Low
36207,8775,Healthcare,2,Male,57,Master’s Degree,High,Low,High_Low
34107,4465,Education,1,Male,44,High School,High,Low,High_Low
61788,5114,Education,6,Male,48,Bachelor’s Degree,High,Low,High_Low
14159,9014,Healthcare,5,Male,52,Master’s Degree,High,Low,High_Low
42848,5752,Media,4,Male,39,Associate Degree,High,Low,High_Low
44175,8545,Healthcare,2,Male,40,Master’s Degree,High,Low,High_Low
65676,6626,Technology,5,Male,42,High School,High,Low,High_Low
1893,5824,Media,7,Male,58,Associate Degree,High,Low,High_Low
12249,4352,Media,2,Male,44,Bachelor’s Degree,High,Low,High_Low
57074,7860,Healthcare,9,Male,40,Bachelor’s Degree,High,Low,High_Low
52124,5492,Education,6,Male,59,Master’s Degree,High,Low,High_Low
31789,9129,Healthcare,12,Male,39,PhD,High,Low,High_Low
46918,7598,Healthcare,11,Male,57,Master’s Degree,High,Low,High_Low
11526,8932,Healthcare,2,Male,46,Bachelor’s Degree,High,Low,High_Low
23449,7202,Technology,1,Male,41,High School,High,Low,High_Low
19914,8740,Finance,5,Male,53,Associate Degree,High,Low,High_Low
52627,6377,Media,2,Male,51,Master’s Degree,High,Low,High_Low
43313,4492,Education,2,Male,42,Bachelor’s Degree,High,Low,High_Low
25909,9084,Technology,10,Male,56,Associate Degree,High,Low,High_Low
34725,6383,Media,2,Male,39,High School,High,Low,High_Low
15349,8584,Technology,10,Male,45,Bachelor’s Degree,High,Low,High_Low
42343,8355,Healthcare,8,Male,39,Master’s Degree,High,Low,High_Low
45224,8274,Finance,1,Male,45,High School,High,Low,High_Low
54273,8213,Healthcare,11,Male,55,Associate Degree,High,Low,High_Low
14873,2629,Education,6,Male,59,Master’s Degree,High,Low,High_Low
46914,4740,Education,6,Male,53,Associate Degree,High,Low,High_Low
51337,5060,Education,10,Male,53,High School,High,Low,High_Low
47676,4751,Education,4,Male,45,High School,High,Low,High_Low
42835,9956,Technology,6,Male,57,High School,High,Low,High_Low
8277,9242,Healthcare,5,Male,47,Master’s Degree,High,Low,High_Low
59747,5473,Finance,2,Male,47,Bachelor’s Degree,High,Low,High_Low
5114,6513,Finance,1,Male,59,Associate Degree,High,Low,High_Low
74104,8742,Technology,9,Male,40,PhD,High,Low,High_Low
14623,7086,Healthcare,10,Male,49,Master’s Degree,High,Low,High_Low
34250,6456,Media,6,Male,40,High School,High,Low,High_Low
69255,8818,Healthcare,4,Male,43,Bachelor’s Degree,High,Low,High_Low
30459,9902,Healthcare,2,Male,42,High School,High,Low,High_Low
59121,6275,Education,4,Male,49,High School,High,Low,High_Low
34536,3982,Education,8,Male,54,Bachelor’s Degree,High,Low,High_Low
15385,7961,Technology,12,Male,46,High School,High,Low,High_Low
48005,9180,Technology,3,Male,48,Associate Degree,High,Low,High_Low
36670,9376,Technology,8,Male,55,Master’s Degree,High,Low,High_Low
54750,6919,Healthcare,8,Male,51,Master’s Degree,High,Low,High_Low
65179,7931,Healthcare,11,Male,39,PhD,High,Low,High_Low
49385,10338,Technology,9,Male,55,Associate Degree,High,Low,High_Low
59332,8831,Healthcare,3,Male,50,Bachelor’s Degree,High,Low,High_Low
34204,5828,Media,12,Male,40,Associate Degree,High,Low,High_Low
64910,6199,Media,6,Male,41,Bachelor’s Degree,High,Low,High_Low
72559,3896,Education,7,Male,46,High School,High,Low,High_Low
36473,8843,Finance,3,Male,48,Bachelor’s Degree,High,Low,High_Low
